Code,Family,Speaker,Vitality,Country,Digital Language Support
nbm,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
nbn,Austronesian,Less than 10K,Endangered,Indonesia,Still
nbo,Niger-Congo,10K to 1M,Endangered,Nigeria,Still
nbp,Niger-Congo,Less than 10K,Stable,Nigeria,Still
nbq,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
nbr,Niger-Congo,10K to 1M,Stable,Nigeria,Still
nbs,Sign language,Less than 10K,Stable,Namibia,Still
nbt,Sino-Tibetan,Less than 10K,Endangered,India,Still
nbu,Sino-Tibetan,10K to 1M,Institutional,India,Still
nbv,Niger-Congo,10K to 1M,Endangered,Cameroon,Emerging
nbw,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
nby,Border,Less than 10K,Endangered,Papua New Guinea,Still
nca,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
ncb,Austro-Asiatic,10K to 1M,Stable,India,Still
ncc,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
ncd,Sino-Tibetan,10K to 1M,Endangered,Nepal,Still
nce,Language isolate,Less than 10K,Stable,Papua New Guinea,Still
ncf,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
ncg,Tsimshian,Less than 10K,Endangered,Canada,Emerging
nch,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
ncj,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nck,Australian,,Endangered,Australia,Still
ncl,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
ncm,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
ncn,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
nco,South Bougainville,10K to 1M,Stable,Papua New Guinea,Still
ncq,Austro-Asiatic,10K to 1M,Stable,Laos,
ncr,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
ncs,Sign language,Less than 10K,Stable,Nicaragua,Still
nct,Sino-Tibetan,Less than 10K,Stable,India,Still
ncu,Niger-Congo,10K to 1M,Stable,Ghana,Still
ncx,Uto-Aztecan,10K to 1M,Endangered,Mexico,Emerging
ncz,Language isolate,,Endangered,United States,Still
nda,Niger-Congo,Less than 10K,Stable,Congo,Still
ndb,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
ndc,Niger-Congo,1M to 1B,Stable,Mozambique,Still
ndd,Niger-Congo,10K to 1M,Stable,Nigeria,Still
nde,Niger-Congo,1M to 1B,Institutional,Zimbabwe,Ascending
ndg,Niger-Congo,10K to 1M,Endangered,Tanzania,Still
ndh,Niger-Congo,10K to 1M,Stable,Tanzania,Still
ndi,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ndj,Niger-Congo,10K to 1M,Endangered,Tanzania,Still
ndk,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
ndl,Niger-Congo,Less than 10K,Stable,Democratic Republic of the Congo,Still
ndm,Afro-Asiatic,Less than 10K,Stable,Chad,Emerging
ndn,Niger-Congo,Less than 10K,Endangered,Congo,Still
ndo,Niger-Congo,10K to 1M,Institutional,Namibia,Emerging
ndp,Nilo-Saharan,10K to 1M,Stable,Uganda,Still
ndq,Niger-Congo,10K to 1M,Stable,Angola,Still
ndr,Niger-Congo,10K to 1M,Stable,Nigeria,Still
nds,Indo-European,1M to 1B,Institutional,Germany,Ascending
ndt,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
ndu,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
ndv,Niger-Congo,10K to 1M,Stable,Senegal,Emerging
ndw,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
ndx,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
ndy,Nilo-Saharan,10K to 1M,Stable,Central African Republic,Emerging
ndz,Niger-Congo,10K to 1M,Stable,South Sudan,Still
nea,Austronesian,Less than 10K,Stable,Indonesia,Still
neb,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
nec,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
ned,Niger-Congo,,Stable,Nigeria,Still
nee,Austronesian,Less than 10K,Endangered,New Caledonia,Still
nef,Pidgin,,Endangered,India,Still
neg,Tungusic,,Endangered,Russian Federation,Still
neh,Sino-Tibetan,10K to 1M,Endangered,Bhutan,Still
nej,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nek,Austronesian,Less than 10K,Endangered,New Caledonia,Still
nem,Austronesian,Less than 10K,Endangered,New Caledonia,Still
nen,Austronesian,Less than 10K,Stable,New Caledonia,Still
neo,Hmong-Mien,Less than 10K,Stable,Viet Nam,Still
neq,Mixe-Zoquean,10K to 1M,Stable,Mexico,Still
ner,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
nes,Sino-Tibetan,Less than 10K,Endangered,India,Still
net,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nev,Austro-Asiatic,Less than 10K,Stable,Laos,Still
new,Sino-Tibetan,10K to 1M,Institutional,Nepal,Emerging
nex,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
ney,Niger-Congo,Less than 10K,Stable,Côte d’Ivoire.,Still
nez,Sahaptian,Less than 10K,Endangered,United States,Still
nfa,Austronesian,Less than 10K,Stable,Indonesia,Still
nfd,Niger-Congo,10K to 1M,Stable,Nigeria,Still
nfl,Austronesian,Less than 10K,Stable,Solomon Islands,Still
nfr,Niger-Congo,10K to 1M,Stable,Ghana,Still
nfu,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
nga,Niger-Congo,1M to 1B,Stable,Democratic Republic of the Congo,Still
ngb,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
ngc,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
ngd,Niger-Congo,Less than 10K,Stable,Central African Republic,Still
nge,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
ngg,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
ngi,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
ngj,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
ngk,Australian,,Endangered,Australia,Still
ngl,Niger-Congo,1M to 1B,Stable,Mozambique,Still
ngm,Creole,,Endangered,Micronesia,Still
ngn,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
ngp,Niger-Congo,10K to 1M,Stable,Tanzania,Still
ngq,Niger-Congo,10K to 1M,Stable,Tanzania,Still
ngr,Austronesian,Less than 10K,Endangered,Solomon Islands,Still
ngs,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
ngt,Austro-Asiatic,10K to 1M,Stable,Laos,Still
ngu,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
ngv,Niger-Congo,,Extinct,Cameroon,Emerging
ngw,Afro-Asiatic,10K to 1M,Endangered,Nigeria,Still
ngy,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
ngz,Niger-Congo,10K to 1M,Stable,Congo,Still
nha,Australian,,Endangered,Australia,Still
nhb,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
nhc,Uto-Aztecan,,Endangered,Mexico,Emerging
nhd,Tupian,10K to 1M,Endangered,Paraguay,Emerging
nhe,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nhf,Australian,,Endangered,Australia,Still
nhg,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nhh,Indo-European,10K to 1M,Stable,India,Still
nhi,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nhk,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nhm,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nhn,Uto-Aztecan,10K to 1M,Endangered,Mexico,Emerging
nho,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nhp,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nhq,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nhr,Khoe-Kwadi,10K to 1M,Institutional,Botswana,Still
nht,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nhu,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
nhv,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nhw,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nhx,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nhy,Uto-Aztecan,Less than 10K,Stable,Mexico,Emerging
nhz,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nia,Austronesian,10K to 1M,Stable,Indonesia,Emerging
nib,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
nid,Australian,,Endangered,Australia,Still
nie,Niger-Congo,Less than 10K,Stable,Chad,Emerging
nif,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nig,Australian,,Extinct,Australia,Still
nih,Niger-Congo,10K to 1M,Stable,Tanzania,Still
nii,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
nij,Austronesian,10K to 1M,Institutional,Indonesia,Still
nik,Austro-Asiatic,Less than 10K,Endangered,India,Still
nil,Austronesian,,Extinct,Indonesia,Still
nim,Niger-Congo,10K to 1M,Stable,Tanzania,Still
nin,Niger-Congo,10K to 1M,Stable,Nigeria,Emerging
nio,Uralic,,Endangered,Russian Federation,Still
niq,Nilo-Saharan,10K to 1M,Stable,Kenya,Still
nir,Nimboran,Less than 10K,Endangered,Indonesia,Still
nis,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nit,Dravidian,10K to 1M,Endangered,India,Still
niu,Austronesian,Less than 10K,Institutional,Niue,Emerging
niv,Language isolate,Less than 10K,Endangered,Russian Federation,Still
niw,Arai (Left May),Less than 10K,Endangered,Papua New Guinea,Still
nix,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
niy,Nilo-Saharan,10K to 1M,Stable,Democratic Republic of the Congo,Still
niz,Torricelli,Less than 10K,Stable,Papua New Guinea,Still
nja,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
njb,Sino-Tibetan,10K to 1M,Stable,India,Still
njd,Niger-Congo,Less than 10K,Endangered,Tanzania,Still
njh,Sino-Tibetan,10K to 1M,Institutional,India,Still
nji,Australian,,Extinct,Australia,Still
njj,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
njl,Nilo-Saharan,Less than 10K,Endangered,South Sudan,Still
njm,Sino-Tibetan,10K to 1M,Institutional,India,Still
njn,Sino-Tibetan,10K to 1M,Institutional,India,Still
njo,Sino-Tibetan,10K to 1M,Stable,India,Emerging
njr,Niger-Congo,,Endangered,Nigeria,Still
njs,East Geelvink Bay,Less than 10K,Endangered,Indonesia,Still
njt,Pidgin,,Endangered,Suriname,Still
nju,Australian,,Endangered,Australia,Still
njx,Niger-Congo,10K to 1M,Stable,Congo,Still
njy,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
njz,Sino-Tibetan,10K to 1M,Stable,India,Still
nka,Niger-Congo,10K to 1M,Stable,Zambia,Still
nkb,Sino-Tibetan,10K to 1M,Stable,India,Still
nkc,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
nkd,Sino-Tibetan,Less than 10K,Stable,India,Still
nke,Austronesian,Less than 10K,Stable,Solomon Islands,Still
nkf,Sino-Tibetan,10K to 1M,Stable,India,Still
nkg,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
nkh,Sino-Tibetan,10K to 1M,Stable,India,Still
nki,Sino-Tibetan,10K to 1M,Stable,India,Still
nkj,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
nkk,Austronesian,Less than 10K,Endangered,Vanuatu,Still
nkm,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
nkn,Niger-Congo,10K to 1M,Stable,Angola,Still
nko,Niger-Congo,10K to 1M,Stable,Ghana,Still
nkp,Austronesian,,Extinct,Tonga,Still
nkq,Niger-Congo,Less than 10K,Stable,Ghana,Still
nkr,Austronesian,Less than 10K,Stable,Micronesia,Still
nks,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
nkt,Niger-Congo,10K to 1M,Stable,Tanzania,Still
nku,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
nkv,Niger-Congo,10K to 1M,Stable,Malawi,Still
nkw,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
nkx,Niger-Congo,Less than 10K,Stable,Nigeria,Still
nkz,Niger-Congo,Less than 10K,Stable,Nigeria,Still
nla,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
nlc,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
nld,Indo-European,1M to 1B,Institutional,Netherlands,Thriving
nle,Niger-Congo,10K to 1M,Stable,Kenya,Still
nlg,Austronesian,10K to 1M,Stable,Solomon Islands,Still
nli,Indo-European,Less than 10K,Endangered,Afghanistan,Still
nlj,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
nlk,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
nll,Language isolate,Less than 10K,Endangered,India,Still
nlm,Indo-European,Less than 10K,Endangered,Pakistan,
nlo,Niger-Congo,Less than 10K,Stable,Democratic Republic of the Congo,Still
nlq,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
nlu,Niger-Congo,Less than 10K,Endangered,Ghana,Still
nlv,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
nlw,Australian,,Extinct,Australia,Still
nlx,Indo-European,10K to 1M,Endangered,India,Still
nly,Australian,,Endangered,Australia,Still
nlz,Austronesian,Less than 10K,Stable,Solomon Islands,Still
nma,Sino-Tibetan,10K to 1M,Institutional,India,Still
nmb,Austronesian,Less than 10K,Stable,Vanuatu,Still
nmc,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
nmd,Niger-Congo,Less than 10K,Endangered,Gabon,Still
nme,Sino-Tibetan,10K to 1M,Stable,India,Still
nmf,Sino-Tibetan,10K to 1M,Stable,India,Still
nmg,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
nmh,Sino-Tibetan,Less than 10K,Stable,India,Still
nmi,Afro-Asiatic,,Endangered,Nigeria,Still
nmj,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
nmk,Austronesian,Less than 10K,Stable,Vanuatu,Still
nml,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
nmm,Sino-Tibetan,10K to 1M,Endangered,Nepal,Still
nmo,Sino-Tibetan,Less than 10K,Stable,India,Still
nmp,Australian,,Extinct,Australia,Still
nmq,Niger-Congo,10K to 1M,Stable,Zimbabwe,Still
nmr,Niger-Congo,,Endangered,Cameroon,Emerging
nms,Austronesian,Less than 10K,Endangered,Vanuatu,Still
nmt,Austronesian,Less than 10K,Stable,Micronesia,Still
nmu,Maiduan,,Endangered,United States,Still
nmw,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nmx,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Emerging
nmy,Sino-Tibetan,Less than 10K,Stable,China,Still
nmz,Niger-Congo,10K to 1M,Stable,Togo,Still
nna,Australian,Less than 10K,Endangered,Australia,Still
nnb,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
nnc,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
nnd,Austronesian,Less than 10K,Stable,Vanuatu,Still
nne,Niger-Congo,10K to 1M,Stable,Namibia,Still
nnf,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nng,Sino-Tibetan,10K to 1M,Stable,India,Still
nnh,Niger-Congo,10K to 1M,Stable,Cameroon,Ascending
nni,Austronesian,Less than 10K,Endangered,Indonesia,Still
nnj,Nilo-Saharan,10K to 1M,Stable,Ethiopia,Still
nnk,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nnl,Sino-Tibetan,10K to 1M,Stable,India,Still
nnm,Sepik,Less than 10K,Stable,Papua New Guinea,Still
nnn,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
nnp,Sino-Tibetan,10K to 1M,Stable,India,Still
nnq,Niger-Congo,10K to 1M,Stable,Tanzania,Still
nnr,Australian,,Endangered,Australia,Still
nnt,Algic,,Endangered,United States,Still
nnu,Niger-Congo,Less than 10K,Stable,Ghana,Still
nnv,Australian,,Extinct,Australia,Still
nnw,Niger-Congo,10K to 1M,Stable,Burkina Faso,Still
nny,Australian,,Extinct,Australia,Still
nnz,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
noa,Chocoan,10K to 1M,Stable,Colombia,Still
noc,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
nod,Kra-Dai,1M to 1B,Institutional,Thailand,Still
noe,Indo-European,1M to 1B,Stable,India,Still
nof,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nog,Turkic,10K to 1M,Endangered,Russian Federation,Emerging
noh,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
noi,Indo-European,10K to 1M,Stable,India,Still
noj,Witotoan,,Endangered,Colombia,Still
nok,Salish,,Endangered,United States,Still
nol,Wintuan,,Endangered,United States,Still
nop,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
noq,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
nor,Indo-European,1M to 1B,Institutional,Norway,Thriving
nos,Sino-Tibetan,10K to 1M,Endangered,China,Still
not,Maipurean,Less than 10K,Stable,Peru,Still
nou,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
now,Niger-Congo,10K to 1M,Stable,Tanzania,Still
noy,Niger-Congo,,Endangered,Chad,Emerging
noz,Afro-Asiatic,Less than 10K,Endangered,Ethiopia,Still
npa,Sino-Tibetan,Less than 10K,Stable,Nepal,Still
npb,Sino-Tibetan,,Stable,Bhutan,Still
npg,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
nph,Sino-Tibetan,10K to 1M,Stable,India,Still
npi,Indo-European,1M to 1B,Institutional,Nepal,Vital
npl,Uto-Aztecan,10K to 1M,Stable,Mexico,Still
npn,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
npo,Sino-Tibetan,10K to 1M,Stable,India,Still
nps,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
npu,Sino-Tibetan,Less than 10K,Stable,India,Still
npx,Austronesian,Less than 10K,Stable,Solomon Islands,
npy,Austronesian,Less than 10K,Stable,Indonesia,Still
nqg,Niger-Congo,10K to 1M,Stable,Benin,Still
nqk,Niger-Congo,10K to 1M,Stable,Benin,Still
nql,Niger-Congo,Less than 10K,Stable,Angola,
nqm,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
nqn,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
nqo,Mixed language,,Endangered,Guinea,Ascending
nqq,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
nqt,Afro-Asiatic,Less than 10K,Stable,Nigeria,
nqy,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
nra,Niger-Congo,10K to 1M,Stable,Gabon,Still
nrb,Nilo-Saharan,10K to 1M,Institutional,Eritrea,Still
nre,Sino-Tibetan,10K to 1M,Stable,India,Still
nrf,Indo-European,10K to 1M,Endangered,Guernsey,Still
nrg,Austronesian,Less than 10K,Endangered,Vanuatu,Still
nri,Sino-Tibetan,10K to 1M,Stable,India,Still
nrk,Australian,,Endangered,Australia,Still
nrl,Australian,,Endangered,Australia,Still
nrm,Austronesian,,Endangered,Malaysia,Still
nrn,Indo-European,,Extinct,United Kingdom,Still
nrr,Kra-Dai,,Extinct,India,Still
nrt,Takelman,,Extinct,United States,Still
nru,Sino-Tibetan,10K to 1M,Stable,China,Still
nrx,Australian,,Extinct,Australia,Still
nrz,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nsa,Sino-Tibetan,10K to 1M,Stable,India,Still
nsd,Sino-Tibetan,10K to 1M,Endangered,China,Still
nse,Niger-Congo,10K to 1M,Stable,Zambia,Still
nsf,Sino-Tibetan,10K to 1M,Stable,China,Still
nsg,Nilo-Saharan,,Extinct,Tanzania,Still
nsh,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
nsi,Sign language,10K to 1M,Stable,Nigeria,Still
nsk,Algic,Less than 10K,Institutional,Canada,Emerging
nsl,Sign language,Less than 10K,Stable,Norway,Still
nsm,Sino-Tibetan,10K to 1M,Stable,India,Still
nsn,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nso,Niger-Congo,1M to 1B,Institutional,South Africa,Ascending
nsp,Sign language,10K to 1M,Stable,Nepal,Still
nsq,Miwok-Costanoan,,Endangered,United States,Still
nsr,Sign language,,Endangered,Canada,Still
nss,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nst,Sino-Tibetan,10K to 1M,Stable,Myanmar,Still
nsu,Uto-Aztecan,10K to 1M,Stable,Mexico,Still
nsv,Sino-Tibetan,10K to 1M,Endangered,China,Still
nsw,Austronesian,Less than 10K,Stable,Vanuatu,Still
nsx,Niger-Congo,10K to 1M,Stable,Angola,Still
nsy,Austronesian,Less than 10K,Stable,Indonesia,Still
nsz,Maiduan,,Endangered,United States,Still
ntd,Austronesian,Less than 10K,Endangered,Malaysia,Still
nte,Niger-Congo,10K to 1M,Stable,Mozambique,Still
ntg,Australian,,Extinct,Australia,Still
nti,Niger-Congo,Less than 10K,Stable,Burkina Faso,Still
ntj,Australian,Less than 10K,Stable,Australia,Still
ntk,Niger-Congo,10K to 1M,Endangered,Tanzania,Still
ntm,Niger-Congo,10K to 1M,Stable,Benin,Still
nto,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
ntp,Uto-Aztecan,10K to 1M,Stable,Mexico,Still
ntr,Niger-Congo,10K to 1M,Stable,Ghana,Still
ntu,Austronesian,Less than 10K,Stable,Solomon Islands,Still
ntw,Iroquoian,,Endangered,United States,Still
ntx,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
nty,Sino-Tibetan,Less than 10K,Endangered,Viet Nam,Still
ntz,Indo-European,Less than 10K,Endangered,Iran,Still
nua,Austronesian,Less than 10K,Endangered,New Caledonia,Still
nuc,Panoan,,Endangered,Brazil,Still
nud,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
nue,Niger-Congo,Less than 10K,Stable,Democratic Republic of the Congo,Still
nuf,Sino-Tibetan,10K to 1M,Stable,China,Still
nug,Australian,,Extinct,Australia,Still
nuh,Niger-Congo,Less than 10K,Stable,Nigeria,Still
nui,Niger-Congo,Less than 10K,Stable,Equatorial Guinea,Still
nuj,Niger-Congo,10K to 1M,Stable,Uganda,Emerging
nuk,Wakashan,Less than 10K,Endangered,Canada,Emerging
num,Austronesian,Less than 10K,Endangered,Tonga,Still
nun,Sino-Tibetan,Less than 10K,Endangered,Myanmar,Still
nuo,Austro-Asiatic,Less than 10K,Stable,Viet Nam,Still
nup,Niger-Congo,1M to 1B,Institutional,Nigeria,Still
nuq,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nur,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
nus,Nilo-Saharan,1M to 1B,Institutional,South Sudan,Ascending
nut,Kra-Dai,1M to 1B,Stable,Viet Nam,Still
nuu,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
nuv,Niger-Congo,10K to 1M,Stable,Burkina Faso,Still
nuw,Mixed language,,Endangered,Micronesia,Still
nux,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
nuy,Australian,Less than 10K,Endangered,Australia,Still
nuz,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nvh,Austronesian,,Endangered,Vanuatu,Still
nvm,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nvo,Niger-Congo,Less than 10K,Stable,Cameroon,Still
nwa,Algic,,Extinct,United States,Still
nwb,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
nwe,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
nwi,Austronesian,Less than 10K,Stable,Vanuatu,Still
nwm,Nilo-Saharan,Less than 10K,Stable,South Sudan,Still
nwo,Australian,,Extinct,Australia,Still
nwr,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
nww,Niger-Congo,Less than 10K,Endangered,Tanzania,
nwy,Iroquoian,,Extinct,United States,Still
nxa,Austronesian,10K to 1M,Stable,East Timor,Still
nxd,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
nxe,Austronesian,10K to 1M,Stable,Indonesia,Still
nxg,Austronesian,10K to 1M,Stable,Indonesia,Still
nxi,Niger-Congo,Less than 10K,Endangered,Tanzania,Still
nxk,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
nxl,Austronesian,Less than 10K,Endangered,Indonesia,Still
nxo,Niger-Congo,Less than 10K,Endangered,Gabon,Still
