Code,Language,Family
nol,Nomlaki,Wintuan
nop,Numanggang,Trans-New Guinea
noq,Ngongo,Niger-Congo
nor,Norwegian,Indo-European
nos,"Nisu, Eastern",Sino-Tibetan
not,Nomatsigenga,Maipurean
nou,Ewage-Notu,Trans-New Guinea
now,Nyambo,Niger-Congo
noy,Noy,Niger-Congo
noz,Nayi,Afro-Asiatic
npa,Nar Phu,Sino-Tibetan
npb,Nupbikha,Sino-Tibetan
npg,Ponyo-Gongwang Naga,Sino-Tibetan
nph,Phom Naga,Sino-Tibetan
npi,Nepali,Indo-European
npl,"Nahuatl, Southeastern Puebla",Uto-Aztecan
npn,Mondropolon,Austronesian
npo,Pochuri Naga,Sino-Tibetan
nps,Nipsan,Trans-New Guinea
npu,"Naga, Puimei",Sino-Tibetan
npx,Noipä,Austronesian
npy,Napu,Austronesian
nqg,"Nago, Southern",Niger-Congo
nqk,"Ede Nago, Kura",Niger-Congo
nql,Ngendelengo,Niger-Congo
nqm,Ndom,Trans-New Guinea
nqn,Nen,South-Central Papuan
nqo,N’Ko,Mixed language
nqq,"Naga, Chen-Kayu",Sino-Tibetan
nqt,Nteng,Afro-Asiatic
nqy,"Naga, Akyaung Ari",Sino-Tibetan
nra,Ngom,Niger-Congo
nrb,Nara,Nilo-Saharan
nre,Southern Rengma Naga,Sino-Tibetan
nrf,Guernésiais,Indo-European
nrg,Narango,Austronesian
nri,"Naga, Chokri",Sino-Tibetan
nrk,Ngarla,Australian
nrl,Ngarluma,Australian
nrm,Narom,Austronesian
nrn,Norn,Indo-European
nrr,Nora,Kra-Dai
nrt,Northern Kalapuya,Takelman
nru,Narua,Sino-Tibetan
nrx,Ngurmbur,Australian
nrz,Lala,Austronesian
nsa,Sangtam Naga,Sino-Tibetan
nsd,"Nisu, Southern",Sino-Tibetan
nse,Nsenga,Niger-Congo
nsf,"Nisu, Northwestern",Sino-Tibetan
nsg,Ngasa,Nilo-Saharan
nsh,Ngoshie,Niger-Congo
nsi,Nigerian Sign Language,Sign language
nsk,Naskapi,Algic
nsl,Norwegian Sign Language,Sign language
nsm,Sumi Naga,Sino-Tibetan
nsn,Nehan,Austronesian
nso,Northern Sotho,Niger-Congo
nsp,Nepalese Sign Language,Sign language
nsq,"Miwok, Northern Sierra",Miwok-Costanoan
nsr,Maritime Sign Language,Sign language
nss,Nali,Austronesian
nst,Tangshang Naga,Sino-Tibetan
nsu,Sierra Negra Nahuatl,Uto-Aztecan
nsv,"Nisu, Southwestern",Sino-Tibetan
nsw,Navut,Austronesian
nsx,Songo,Niger-Congo
nsy,Nasal,Austronesian
nsz,Nisenan,Maiduan
ntd,"Tidung, Northern",Austronesian
nte,Nathembo,Niger-Congo
ntg,Ngantangarra,Australian
nti,Natioro,Niger-Congo
ntj,Ngaanyatjarra,Australian
ntk,Ikoma-Nata-Isenye,Niger-Congo
ntm,Nateni,Niger-Congo
nto,Ntomba,Niger-Congo
ntp,Northern Tepehuan,Uto-Aztecan
ntr,Delo,Niger-Congo
ntu,Natügu,Austronesian
ntw,Nottoway,Iroquoian
ntx,Tangkhul Naga,Sino-Tibetan
nty,Mantsi,Sino-Tibetan
ntz,Natanzi,Indo-European
nua,Yuanga,Austronesian
nuc,Nukuini,Panoan
nud,Gala,Sepik
nue,Ngundu,Niger-Congo
nuf,Nusu,Sino-Tibetan
nug,Nungali,Australian
nuh,Ndunda,Niger-Congo
nui,Kombe,Niger-Congo
nuj,Nyole,Niger-Congo
nuk,Nuu-chah-nulth,Wakashan
num,Niuafo’ou,Austronesian
nun,Anong,Sino-Tibetan
nuo,Nguôn,Austro-Asiatic
nup,Nupe-Nupe-Tako,Niger-Congo
nuq,Nukumanu,Austronesian
nur,Nukeria,Austronesian
nus,Nuer,Nilo-Saharan
nut,Nung,Kra-Dai
nuu,Ngbundu,Niger-Congo
nuv,"Nuni, Northern",Niger-Congo
nuw,Nguluwan,Mixed language
nux,Mehek,Sepik
nuy,Nunggubuyu,Australian
nuz,Tlamacazapa Nahuatl,Uto-Aztecan
nvh,Nasarian,Austronesian
nvm,Namiae,Trans-New Guinea
nvo,Nyokon,Niger-Congo
nwa,Nawathinehena,Algic
nwb,Nyabwa,Niger-Congo
nwe,Ngwe,Niger-Congo
nwi,Southwest Tanna,Austronesian
nwm,Nyamusa-Molo,Nilo-Saharan
nwo,Nauo,Australian
nwr,Nawaru,Trans-New Guinea
nww,Ndwewe,Niger-Congo
nwy,Nottoway-Meherrin,Iroquoian
nxa,Nauete,Austronesian
nxd,Ngando,Niger-Congo
nxe,Nage,Austronesian
nxg,Ngad’a,Austronesian
nxi,Nindi,Niger-Congo
nxk,"Naga, Kokak",Sino-Tibetan
nxl,"Nuaulu, South",Austronesian
nxo,Ndambomo,Niger-Congo
nxq,Naxi,Sino-Tibetan
nxr,Ninggerum,Trans-New Guinea
nxx,Nafri,East Bird’s Head-Sentani
nya,Chichewa,Niger-Congo
nyb,Nyagbo,Niger-Congo
nyc,Nyanga-li,Niger-Congo
nyd,Olunyole,Niger-Congo
nye,Nyengo,Niger-Congo
nyf,Kigiryama,Niger-Congo
nyg,Nyindu,Niger-Congo
nyh,Nyikina,Australian
nyi,Ama,Nilo-Saharan
nyj,Nyanga,Niger-Congo
nyk,Nyaneka,Niger-Congo
nyl,Nyeu,Austro-Asiatic
nym,Nyamwezi,Niger-Congo
nyn,Nyankore,Niger-Congo
nyo,Nyoro,Niger-Congo
nyp,Nyang’i,Nilo-Saharan
nyq,Nayini,Indo-European
nyr,"Nyiha, Malawi",Niger-Congo
nys,Nyungar,Australian
nyt,Nyawaygi,Australian
nyu,Nyungwe,Niger-Congo
nyv,Nyulnyul,Australian
nyw,Nyaw,Kra-Dai
nyx,Nganyaywana,Australian
nyy,Nyakyusa-Ngonde,Niger-Congo
nza,Tigon Mbembe,Niger-Congo
nzb,Njebi,Niger-Congo
nzd,Nzadi,Niger-Congo
nzi,Nzema,Niger-Congo
nzk,Nzakara,Niger-Congo
nzm,Zeme Naga,Sino-Tibetan
nzr,Dir-Nyamzak-Mbarimi,Afro-Asiatic
nzs,New Zealand Sign Language,Sign language
nzu,Teke-Nzikou,Niger-Congo
nzy,Nzakambay,Niger-Congo
nzz,"Dogon, Nanga Dama",Niger-Congo
oaa,Orok,Tungusic
oac,Oroch,Tungusic
obi,Obispeño,Chumashan
obk,"Bontok, Southern",Austronesian
obl,Oblo,Niger-Congo
obo,Obo Manobo,Austronesian
obu,Obulom,Niger-Congo
oca,Ocaina,Witotoan
oci,Occitan,Indo-European
ocu,"Matlatzinca, Atzingo",Otomanguean
oda,Odut,Niger-Congo
odk,Oadki,Indo-European
odu,Odual,Niger-Congo
ofo,Ofo,Siouan-Catawban
ofu,Efutop,Niger-Congo
ogb,Ogbia,Niger-Congo
ogc,Ogbah,Niger-Congo
ogg,Ogbogolo,Niger-Congo
ogo,Khana,Niger-Congo
ogu,Ogbronuagum,Niger-Congo
oia,Oirata,Trans-New Guinea
oie,Okolie,Nilo-Saharan
oin,"One, Inebu",Torricelli
ojb,Northwestern Ojibwa,Algic
ojc,"Ojibwa, Central",Algic
ojg,Eastern Ojibwa,Algic
ojs,Oji-Cree,Algic
ojv,Ontong Java,Austronesian
ojw,Western Ojibwa,Algic
oka,Okanagan,Salish
okb,Okobo,Niger-Congo
okc,Kobo,Niger-Congo
okd,Okodia,Niger-Congo
oke,Okpe,Niger-Congo
okg,Koko Babangk,Australian
okh,Koresh-e Rostam,Indo-European
oki,Okiek,Nilo-Saharan
okj,Oko-Juwoi,Andamanese
okk,"One, Kwamtim",Torricelli
okl,Old Kentish Sign Language,Sign language
okn,Oki-No-Erabu,Japonic
okr,Kirike,Niger-Congo
oks,Oko-Eni-Osayen,Niger-Congo
oku,Oku,Niger-Congo
okv,Orokaiva,Trans-New Guinea
okx,Okpe,Niger-Congo
ola,Walungge,Sino-Tibetan
old,Mochi,Niger-Congo
ole,Tshangla,Sino-Tibetan
olm,Oloma,Niger-Congo
olo,Livvi-Karelian,Uralic
olr,Olrat,Austronesian
olu,Kuvale,Niger-Congo
oma,Omaha-Ponca,Siouan-Catawban
omb,East Ambae,Austronesian
omc,Mochica,Language isolate
omg,Omagua,Tupian
omi,Omi,Nilo-Saharan
omk,Omok,Yukaghir
oml,Ombo,Niger-Congo
omo,Utarmbung,Trans-New Guinea
omt,Omotik,Nilo-Saharan
omu,Omurano,Language isolate
omw,South Tairora,Trans-New Guinea
ona,Ona,Chon
onb,Lingao,Kra-Dai
one,Oneida,Iroquoian
ong,Olo,Torricelli
oni,Onin,Austronesian
onj,Onjob,Trans-New Guinea
onk,"One, Kabore",Torricelli
onn,Onobasulu,Trans-New Guinea
ono,Onondaga,Iroquoian
onp,Sartang,Sino-Tibetan
onr,"One, Northern",Torricelli
ons,Ono,Trans-New Guinea
ont,Ontenu,Trans-New Guinea
onu,Unua,Austronesian
onx,Onin Based Pidgin,Pidgin
ood,Tohono O’odham,Uto-Aztecan
oog,Ong,Austro-Asiatic
oon,Öñge,Andamanese
oor,Oorlams,Creole
opa,Okpamheri,Niger-Congo
opk,Kopkaka,Trans-New Guinea
opm,Oksapmin,Trans-New Guinea
opo,Opao,Trans-New Guinea
opt,Opata,Uto-Aztecan
opy,Ofayé,Language isolate
ora,Oroha,Austronesian
orc,Orma,Afro-Asiatic
ore,Maijuna,Tucanoan
org,Oring,Niger-Congo
orh,Oroqen,Tungusic
orn,Orang Kanaq,Austronesian
oro,Orokolo,Trans-New Guinea
orr,Oruma,Niger-Congo
ors,Orang Seletar,Austronesian
ort,Adivasi Oriya,Indo-European
oru,Ormuri,Indo-European
orw,Oro Win,Chapacuran
orx,Oro,Niger-Congo
ory,Odia,Indo-European
orz,Ormu,Austronesian
osa,Osage,Siouan-Catawban
osi,Osing,Austronesian
oso,Ososo,Niger-Congo
oss,Ossetic,Indo-European
ost,Osatu,Niger-Congo
osu,"One, Southern",Torricelli
otd,Ot Danum,Austronesian
ote,Mezquital Otomi,Otomanguean
oti,Oti,Language isolate
otl,"Otomi, Tilapa",Otomanguean
otm,Eastern Highland Otomi,Otomanguean
otn,Tenango Otomi,Otomanguean
otq,Querétaro Otomi,Otomanguean
otr,Otoro,Niger-Congo
ots,Estado de México Otomí,Otomanguean
ott,Temoaya Otomi,Otomanguean
otu,Otuke,Bororoan
otw,Ottawa,Algic
otx,Texcatepec Otomi,Otomanguean
otz,"Otomi, Ixtenco",Otomanguean
oua,Tagargrent,Afro-Asiatic
oub,Glio-Oubi,Niger-Congo
oue,Oune,South Bougainville
oum,Ouma,Austronesian
ovd,Övdalian,Indo-European
owi,Owiniga,Arai (Left May)
oyb,Oy,Austro-Asiatic
oyd,Oyda,Afro-Asiatic
oym,Wayampi,Tupian
oyy,Oya’oya,Austronesian
ozm,Koonzime,Niger-Congo
pab,Parecís,Maipurean
pac,Pacoh,Austro-Asiatic
pad,Paumarí,Arauan
pae,Pagibete,Niger-Congo
paf,Paranawát,Tupian
pag,Pangasinan,Austronesian
pah,Tenharim,Tupian
pai,Pye,Niger-Congo
pak,Parakanã,Tupian
pam,Kapampangan,Austronesian
pan,Eastern Punjabi,Indo-European
pao,Northern Paiute,Uto-Aztecan
pap,Papiamentu,Creole
paq,Parya,Indo-European
par,Timbisha,Uto-Aztecan
pas,Papasena,Lakes Plain
pau,Palauan,Austronesian
pav,Pakaásnovos,Chapacuran
paw,Pawnee,Caddoan
pax,Pankararé,Unclassified
pay,Pech,Chibchan
paz,Pankararú,Language isolate
pbb,Nasa,Paezan
pbc,Patamona,Cariban
pbe,"Popoloca, Mezontla",Otomanguean
pbf,"Popoloca, Coyotepec",Otomanguean
pbg,Paraujano,Maipurean
pbh,E’ñapa Woromaipu,Cariban
pbi,Parkwa,Afro-Asiatic
pbl,Mak,Niger-Congo
pbm,"Mazatec, Puebla and Northeastern",Otomanguean
pbn,Kpasham,Niger-Congo
pbo,Papel,Niger-Congo
pbp,Badyara,Niger-Congo
pbr,Pangwa,Niger-Congo
pbs,Central Pame,Otomanguean
pbt,Southern Pashto,Indo-European
pbu,Northern Pashto,Indo-European
pbv,Pnar,Austro-Asiatic
pby,Pyu,Language isolate
pca,Santa Inés Ahuatempan Popoloca,Otomanguean
pcb,Pear,Austro-Asiatic
pcc,Bouyei,Kra-Dai
pcd,Picard,Indo-European
pce,Ruching Palaung,Austro-Asiatic
pcf,Paliyan,Dravidian
pcg,Paniya,Dravidian
pch,Pardhan,Dravidian
pci,Duruwa,Dravidian
pcj,Parenga,Austro-Asiatic
pck,Paite Chin,Sino-Tibetan
pcl,Pardhi,Indo-European
pcm,Nigerian Pidgin,Creole
pcn,Abishi,Niger-Congo
pcp,Pacahuara,Panoan
pcw,Piapung,Afro-Asiatic
pda,Anam,Trans-New Guinea
pdc,Pennsylvania German,Indo-European
pdi,Pa Di,Kra-Dai
pdn,Fedan,Austronesian
pdo,Padoe,Austronesian
pdt,Plautdietsch,Indo-European
pdu,Kayan,Sino-Tibetan
pea,"Indonesian, Peranakan",Creole
peb,"Pomo, Eastern",Pomoan
ped,Mala,Trans-New Guinea
pee,Taje,Austronesian
pef,"Pomo, Northeastern",Pomoan
peg,Pengo,Dravidian
peh,Bonan,Mongolic
pei,Chichimeco-Jonaz,Otomanguean
pej,"Pomo, Northern",Pomoan
pek,Penchal,Austronesian
pel,Pekal,Austronesian
pem,Phende,Niger-Congo
pep,Kanja,South-Central Papuan
peq,"Pomo, Southern",Pomoan
pes,Iranian Persian,Indo-European
pev,Pémono,Cariban
pex,Petats,Austronesian
pey,Petjo,Creole
pez,"Penan, Eastern",Austronesian
pfa,Pááfang,Austronesian
pfe,Pere,Niger-Congo
pfl,Palatinate Franconian,Indo-European
pga,Juba Arabic,Creole
pgg,Pangwali,Indo-European
pgi,Pagi,Border
pgk,Rerep,Austronesian
pgs,Pangseng,Niger-Congo
pgu,Pagu,West Papuan
pgz,Papua New Guinean Sign Language,Sign language
pha,Pa-Hng,Hmong-Mien
phd,Phudagi,Indo-European
phg,Phuong,Austro-Asiatic
phj,Pahari,Sino-Tibetan
phk,Phake,Kra-Dai
phl,Palula,Indo-European
phm,Phimbi,Niger-Congo
pho,Phunoi,Sino-Tibetan
phq,Phana’,Sino-Tibetan
phr,Pahari-Potwari,Indo-European
pht,Phu Thai,Kra-Dai
phu,Phuan,Kra-Dai
phv,Pahlavani,Indo-European
phw,Phangduwali,Sino-Tibetan
pia,Pima Bajo,Uto-Aztecan
pib,Yine,Maipurean
pic,Pinji,Niger-Congo
pid,Piaroa,Sálivan
pie,Piro,Kiowa-Tanoan
pif,Pingelapese,Austronesian
pig,Pisabo,Panoan
pih,Pitcairn-Norfolk,Creole
pij,Pijao,Unclassified
pil,Yom,Niger-Congo
pim,Powhatan,Algic
pin,Piame,Sepik
pio,Piapoco,Maipurean
pip,Pero,Afro-Asiatic
pir,Piratapuyo,Tucanoan
pis,Pijin,Creole
piu,Pintupi-Luritja,Australian
piv,Vaeakau-Taumako,Austronesian
piw,Pimbwe,Niger-Congo
pix,Piu,Austronesian
piy,Piya-Kwonci,Afro-Asiatic
piz,Pije,Austronesian
pjt,Pitjantjatjara,Australian
pkb,Kipfokomu,Niger-Congo
pkg,Pak-Tong,Austronesian
pkh,Pangkhua,Sino-Tibetan
pkn,Pakanha,Australian
pko,Pökoot,Nilo-Saharan
pkp,Pukapuka,Austronesian
pkr,Attapady Kurumba,Dravidian
pks,Pakistan Sign Language,Sign language
pkt,Maleng,Austro-Asiatic
pku,Paku,Austronesian
pla,Miani,Trans-New Guinea
plb,Polonombauk,Austronesian
plc,"Palawano, Central",Austronesian
pld,Polari,Unclassified
ple,Palu’e,Austronesian
plg,Pilagá,Guaykuruan
plh,Paulohi,Austronesian
pli,Pali,Indo-European
plk,"Shina, Kohistani",Indo-European
pll,Shwe Palaung,Austro-Asiatic
pln,Palenquero,Creole
plo,"Popoluca, Oluta",Mixe-Zoquean
plr,"Sénoufo, Palaka",Niger-Congo
pls,San Marcos Tlacoyalco Popoloca,Otomanguean
plt,Merina Malagasy,Austronesian
plu,Palikúr,Maipurean
plv,"Palawano, Southwest",Austronesian
plw,Brooke’s Point Palawano,Austronesian
ply,Bolyu,Austro-Asiatic
plz,"Murut, Paluan",Austronesian
pma,Paama,Austronesian
pmb,Pambia,Niger-Congo
pme,Pwaamei,Austronesian
pmf,Pamona,Austronesian
pmi,"Pumi, Northern",Sino-Tibetan
pmj,"Pumi, Southern",Sino-Tibetan
pml,Lingua Franca,Pidgin
pmm,Pol,Niger-Congo
pmn,Pam,Niger-Congo
pmo,Pom,Austronesian
pmq,Northern Pame,Otomanguean
pmr,Manat,Trans-New Guinea
pms,Piedmontese,Indo-European
pmt,Tuamotuan,Austronesian
pmw,"Miwok, Plains",Miwok-Costanoan
pmx,Poumai Naga,Sino-Tibetan
pmy,Papuan Malay,Creole
pmz,"Pame, Southern",Otomanguean
pna,Punan Bah-Biau,Austronesian
pnb,Western Punjabi,Indo-European
pnc,Pannei,Austronesian
pnd,Mpinda,Niger-Congo
pne,"Penan, Western",Austronesian
png,Pangu,Niger-Congo
pnh,Penrhyn,Austronesian
pni,Aoheng,Austronesian
pnj,Pinjarup,Australian
pnk,Paunaka,Maipurean
pnl,Paleni,Niger-Congo
pnm,Punan Batu,Austronesian
pnn,Pinai-Hagahai,Piawi
pno,Panobo,Panoan
pnp,Pancana,Austronesian
pnq,Pana,Niger-Congo
pnr,Panim,Gum
pns,Ponosakan,Austronesian
pnt,Pontic,Indo-European
pnu,"Bunu, Jiongnai",Hmong-Mien
pnv,Pinigura,Australian
pnw,Banyjima,Australian
pnx,Phong-Kniang,Austro-Asiatic
pny,Pinyin,Niger-Congo
pnz,Pana,Niger-Congo
poc,Poqomam,Mayan
poe,San Juan Atzingo Popoloca,Otomanguean
pof,Poke,Niger-Congo
pog,Potiguára,Tupian
poh,Poqomchi’,Mayan
poi,Highland Popoluca,Mixe-Zoquean
pok,Pokangá,Tucanoan
pol,Polish,Indo-European
pon,Pohnpeian,Austronesian
poo,"Pomo, Central",Pomoan
pop,Pwapwâ,Austronesian
poq,"Popoluca, Texistepec",Mixe-Zoquean
por,Portuguese,Indo-European
pos,"Popoluca, Sayula",Mixe-Zoquean
pot,Potawatomi,Algic
pov,Guinea-Bissau Creole,Creole
pow,San Felipe Otlaltepec Popoloca,Otomanguean
pox,Polabian,Indo-European
poy,Pogolo,Niger-Congo
ppe,Baiyamo,Sepik
ppi,Paipai,Cochimí-Yuman
ppk,Uma,Austronesian
ppl,Nahuat,Uto-Aztecan
ppm,Papuma,Austronesian
ppn,Papapana,Austronesian
ppo,Folopa,Trans-New Guinea
ppp,Pelende,Niger-Congo
ppq,Pefiyahe,Sepik
pps,San Luís Temalacayuca Popoloca,Otomanguean
ppt,Pa,Trans-New Guinea
ppu,Papora-Hoanya,Austronesian
pqa,Pa’a,Afro-Asiatic
pqm,Malecite-Passamaquoddy,Algic
prc,Parachi,Indo-European
prd,Parsi-Dari,Indo-European
pre,Principense,Creole
prf,Paranan,Austronesian
prg,Prussian,Indo-European
prh,Porohanon,Austronesian
pri,Paicî,Austronesian
prk,"Wa, Parauk",Austro-Asiatic
prl,Peruvian Sign Language,Sign language
prm,Kibiri,Trans-New Guinea
prq,"Ashéninka, Perené",Maipurean
prr,Puri,Purian
prs,Dari,Indo-European
prt,Prai,Austro-Asiatic
pru,Puragi,Trans-New Guinea
prw,Parawen,Trans-New Guinea
prx,Purig,Sino-Tibetan
prz,Providencia Sign Language,Sign language
psa,"Awyu, Asue",Trans-New Guinea
psc,Iranian Sign Language,Sign language
psd,Plains Indian Sign Language,Sign language
pse,"Malay, Central",Austronesian
psg,Penang Sign Language,Sign language
psh,"Pashai, Southwest",Indo-European
psi,Southeast Pashai,Indo-European
psl,Puerto Rican Sign Language,Sign language
psm,Pauserna,Tupian
psn,Panasuan,Austronesian
pso,Polish Sign Language,Sign language
psp,Filipino Sign Language,Sign language
psq,Pasi,Sepik
psr,Portuguese Sign Language,Sign language
pss,Kaulong,Austronesian
pst,Central Pashto,Indo-European
psw,Port Sandwich,Austronesian
psy,Piscataway,Algic
pta,Pai Tavytera,Tupian
pth,Pataxó Hã-Ha-Hãe,Maxakalian
pti,Pintiini,Australian
ptn,Patani,Austronesian
pto,Zo’é,Tupian
ptp,Patep,Austronesian
ptq,Pattapu,Dravidian
ptr,Piamatsina,Austronesian
ptt,Enrekang,Austronesian
ptu,Bambam,Austronesian
ptv,Port Vato,Austronesian
ptw,Pentlatch,Salish
pty,Pathiya,Dravidian
pua,Western Highland Purepecha,Tarascan
pub,Purum,Sino-Tibetan
puc,Punan Merap,Austronesian
pud,Punan Aput,Austronesian
pue,Puelche,Language isolate
puf,Punan Merah,Austronesian
pug,Phuie,Niger-Congo
pui,Puinave,Puinavean
puj,Punan Tubu,Austronesian
pum,Puma,Sino-Tibetan
puo,Puoc,Austro-Asiatic
pup,Pulabu,Trans-New Guinea
puq,Puquina,Language isolate
pur,Puruborá,Tupian
put,Putoh,Austronesian
puu,Punu,Niger-Congo
puw,Puluwatese,Austronesian
pux,Puare,Skou
puy,Purisimeño,Chumashan
pwa,Pawaia,Trans-New Guinea
pwb,Panawa,Niger-Congo
pwg,Gapapaiwa,Austronesian
pwi,Patwin,Wintuan
pwm,Molbog,Austronesian
pwn,Paiwan,Austronesian
pwo,"Karen, Pwo Western",Sino-Tibetan
pwr,Powari,Indo-European
pww,"Karen, Pwo Northern",Sino-Tibetan
pxm,Quetzaltepec Mixe,Mixe-Zoquean
pye,Pye Krumen,Niger-Congo
pym,Pyam,Niger-Congo
pyn,Poyanáwa,Panoan
pys,Paraguayan Sign Language,Sign language
pyu,Puyuma,Austronesian
pyy,Pyen,Sino-Tibetan
pze,Pesse,Afro-Asiatic
pzh,Pazeh,Austronesian
pzn,Jejara Naga,Sino-Tibetan
qub,Huallaga Quechua,Quechuan
quc,K’iche’,Mayan
qud,Calderón Highland Quichua,Quechuan
quf,Lambayeque Quechua,Quechuan
qug,Chimborazo Highland Quichua,Quechuan
quh,South Bolivian Quechua,Quechuan
qui,Quileute,Chimakuan
quk,Chachapoyas Quechua,Quechuan
qul,North Bolivian Quechua,Quechuan
qum,Sipakapense,Mayan
qun,Quinault,Salish
qup,Southern Pastaza Quechua,Quechuan
quq,Mercheros,Unclassified
qur,"Quechua, Chaupihuaranga",Quechuan
qus,Santiago del Estero Quichua,Quechuan
quv,Sakapulteko,Mayan
quw,Tena Lowland Quichua,Quechuan
quy,Ayacucho Quechua,Quechuan
quz,Cusco Quechua,Quechuan
qva,"Quechua, Ambo-Pasco",Quechuan
qvc,Cajamarca Quechua,Quechuan
qve,Eastern Apurímac Quechua,Quechuan
qvh,"Quechua, Huamalíes-Dos de Mayo Huánuco",Quechuan
qvl,"Quechua, Cajatambo North Lima",Quechuan
qvm,Margos-Yarowilca-Lauricocha Quechua,Quechuan
qvn,North Junín Quechua,Quechuan
qvp,"Quechua, Pacaraos",Quechuan
qvy,Queyu,Sino-Tibetan
qvz,"Quichua, Northern Pastaza",Quechuan
qwa,Corongo Ancash Quechua,Quechuan
qwh,Huaylas Ancash Quechua,Quechuan
qwm,Kuman,Turkic
qws,Sihuas Ancash Quechua,Quechuan
qwt,Kwalhioqua-Tlatskanai,Eyak-Athabaskan
qxa,"Quechua, Chiquián",Quechuan
qxh,Panao Quechua,Quechuan
qxl,Salasaca Highland Quichua,Quechuan
qxn,Northern Conchucos Ancash Quechua,Quechuan
qxo,Southern Conchucos Quechua,Quechuan
qxp,Puno Quechua,Quechuan
qxq,Kashkay,Turkic
qxr,Cañar Highland Quichua,Quechuan
qxs,"Qiang, Southern",Sino-Tibetan
qxu,"Quechua, Arequipa-La Unión",Quechuan
qxw,"Quechua, Jauja Wanca",Quechuan
qyp,Quiripi,Algic
raa,Dungmali,Sino-Tibetan
rab,Chamling,Sino-Tibetan
rac,Rasawa,Lakes Plain
rad,Rade,Austronesian
raf,"Mewahang, Western",Sino-Tibetan
rag,Lulogooli,Niger-Congo
rah,Rabha,Sino-Tibetan
rai,Ramoaaina,Austronesian
rak,Tulu-Bohuai,Austronesian
ral,Ralte,Sino-Tibetan
ram,Canela,Jean
ran,Riantana,Trans-New Guinea
rao,Rao,Ramu-Lower Sepik
rap,Rapa Nui,Austronesian
raq,Saam,Sino-Tibetan
rar,Cook Islands Maori,Austronesian
ras,Tegali,Niger-Congo
rat,Razajerdi,Indo-European
rau,Raute,Sino-Tibetan
rav,Sampang,Sino-Tibetan
raw,Rawang,Sino-Tibetan
rax,Rang,Niger-Congo
ray,Rapa,Austronesian
raz,Rahambuu,Austronesian
rbb,"Palaung, Rumai",Austro-Asiatic
rbk,"Bontok, Northern",Austronesian
rbl,"Bikol, Miraya",Austronesian
rbp,Barababaraba,Australian
rcf,Réunion French Creole,Creole
rdb,Rudbari,Indo-European
rea,Rerau,Trans-New Guinea
reb,Rembong,Austronesian
ree,"Kayan, Rejang",Austronesian
reg,Kara,Niger-Congo
rei,Reli,Indo-European
rej,Rejang,Austronesian
rel,Rendille,Afro-Asiatic
rem,Remo,Panoan
ren,Rengao,Austro-Asiatic
rer,Rer Bare,Unclassified
res,Reshe,Niger-Congo
ret,Reta,Trans-New Guinea
rey,Reyesano,Tacanan
rga,Roria,Austronesian
rge,Romano-Greek,Mixed language
rgk,Rangkas,Sino-Tibetan
rgn,Romagnol,Indo-European
rgr,Resígaro,Maipurean
rgs,"Roglai, Southern",Austronesian
rgu,Rikou,Austronesian
rhg,Rohingya,Indo-European
rhp,Yahang,Torricelli
ria,Riang,Sino-Tibetan
rib,Bribri Sign Language,Sign language
rif,Tarifit,Afro-Asiatic
ril,Riang Lang,Austro-Asiatic
rim,Nyaturu,Niger-Congo
rin,Nungu,Niger-Congo
rir,Ribun,Austronesian
rit,Ritharrngu,Australian
riu,Riung,Austronesian
rjg,Rajong,Austronesian
rji,Raji,Sino-Tibetan
rjs,Rajbanshi,Indo-European
rka,Kraol,Austro-Asiatic
rkb,Rikbaktsa,Language isolate
rkh,Rakahanga-Manihiki,Austronesian
rki,Rakhine,Sino-Tibetan
rkm,Marka,Niger-Congo
rkt,Rangpuri,Indo-European
rkw,Arakwal,Australian
rma,Rama,Chibchan
rmb,Rembarrnga,Australian
rmc,Carpathian Romani,Indo-European
rmd,Traveller Danish,Mixed language
rme,Angloromani,Mixed language
rmf,Kalo Finnish Romani,Indo-European
rmg,"Norwegian, Traveller",Mixed language
rmh,Murkim,Unclassified
rmi,Lomavren,Mixed language
rmk,Romkun,Ramu-Lower Sepik
rml,Baltic Romani,Indo-European
rmm,Roma,Austronesian
rmn,Balkan Romani,Indo-European
rmo,Sinte Romani,Indo-European
rmq,Caló,Mixed language
rms,Romanian Sign Language,Sign language
rmt,Domari,Indo-European
rmu,"Romani, Tavringer",Mixed language
rmw,Welsh Romani,Indo-European
rmx,Romam,Austro-Asiatic
rmy,Vlax Romani,Indo-European
rmz,Marma,Sino-Tibetan
rnb,Brunca Sign Language,Sign language
rnd,Ruund,Niger-Congo
rng,Ronga,Niger-Congo
rnl,Ranglong,Sino-Tibetan
rnn,Roon,Austronesian
rnp,Rongpo,Sino-Tibetan
rnw,Rungwa,Niger-Congo
rob,Tae’,Austronesian
roc,"Roglai, Cacgia",Austronesian
rod,Rogo,Niger-Congo
roe,Uma,Austronesian
rof,Rombo,Niger-Congo
rog,Northern Roglai,Austronesian
roh,Romansh,Indo-European
rol,Romblomanon,Austronesian
ron,Romanian,Indo-European
roo,Rotokas,North Bougainville
rop,Kriol,Creole
ror,Rongga,Austronesian
rou,Runga,Nilo-Saharan
row,Dela-Oenale,Austronesian
rpn,Repanbitip,Austronesian
rri,Ririo,Austronesian
rro,Waima,Austronesian
rrt,Arritinngithigh,Australian
rsb,Romano-Serbian,Mixed language
